评论时间,IP,用户ID,昵称,评论,评分,lr_probabilities,nn_probabilities,combined_probabilities,sentiment
1450627200,未知,07f83c06-3129-4ab0-a1a4-8dcde1323f35,182****0624,"我是郑州的，早上6点多出发，坐的是6点50的火车，大概是8点半到的洛阳站，他们的汽车站和火车站在一块，出门往右看，就可以看到那个汽车站，我们坐的是洛阳到栾川的快速车(走的高速，票价50)9点出发的，由于到一个十字路口就是红灯，到一个就是红灯比较悲催之外，其他的都比较顺利，这个车路过老君山，司机把我们放到那个路口，有一个大门，直走500米，有一个收费站，他们游览区离收费站有段距离，打的其实10快钱就够了，结果不了解情况，被坑25，哎，走路估计需要好久一段时间，进到进站口，可以选择走着上山，不过爬山建议一早起来就爬，要不然时间太紧，我们到的时候都11点多了，因为不熟，饿，找饭店，浪费了一段时间，1点30才算开始打的上山，刚好进站看见，观光车，5块钱带到缆车口，缆车单上是60,单下是45，双程是100,我们去的晚，买的是双程，到了山的半山腰，我们开始爬山，拍照，天气比较冷，楼梯上有冰，比较划，走的比较慢，冬天黑的比较早，山上比山下温度要低，考虑到天黑不好下，山顶的缆车停了，还有一点就到顶了，考虑安全问题，还是决定下山了，比较可惜，下山比较快，4点半就下来了，坐的观光车，他把我们送到栾川汽车站两个人花了30，车站比较远，，，，坐车比较顺利，买了就坐上了，车里人满了，就走了，出发的时候是5点多，到洛阳是7点20左右，买的8点火车票，反正郑州10点了，这就是我的一天，虽然比较跑，但是很开心",10,[0.10189745 0.89810255],[0.15566146 0.84433854],[0.12340306 0.87659694],1
1453392000,未知,76281b03-58e4-42b3-bb6a-16bd1972bc2a,152****2503,从郑州上高速，全程高速，直达栾川，非常便捷，去栾川的高速路上车不多，路况也很好。我们是下午出发，晚饭前到达栾川。在当地市区逛了逛，有很多山货，物美价廉，山核桃很好吃，还有一些平常没见过的，比如五味子，蜂蛹。。。第二天早起恰巧吃到了当地特色的牛肉汤泡饼，太好吃了！！！然后开车到老君山，五分钟就到了。听从朋友的建议，在大门口只买了第一段的索道票，开车上山。第一道索道蛮陡的，当时雾太大，窗外什么都看不到。后来我们是自己爬上去的，也不是很累，坚持一下都可以爬的，景色非常美非常美非常美，如果坐第二道索道有很多是看不到的。,10,[0.05344453 0.94655547],[0.04283768 0.9571623 ],[0.04920179 0.9507982 ],1
1447171200,未知,dc1a1fe1-9f95-497d-976f-01fd030d4a6e,185****3646,从重渡沟出发去白云山门口就有坐车的，不过只能做到白云山车站，没有直接去景区，打个车25块钱，交代司机送到景区入口，他有个售票大厅，离景区很远的，进门后住宿的地方还有段路，住了个还不错的宾馆80块钱一天，老板人好，第二天爬山下午回去的，没有多收钱，我是一个人爬上去的，路上就我一个人，很害怕也很刺激，爬上去很辛苦，上面云海非常漂亮，白云山景区不好的就是，他的门票只是进口的，里面一切其他费用都需要另外支付，索道还分两段，如果缆车上下，然后观光车往返酒店的话就比较贵了，现在有些地方都还在修建中，值得一去,10,[0.87940274 0.12059726],[0.46234262 0.5376574 ],[0.71257869 0.28742132],-1
1450454400,未知,263c81fd-349e-497d-b8c2-4b75ffdfe7a0,185****9193,这趟老君山之行真的是美呆了，雾凇、冰挂都看到了...只是遗憾的是没有看到云海...云海只有早上才可以看见，但是索道8点才开，山上住宿的条件又很差，所以没办法了..提醒后来的游客们，网上订票只可以在山脚下的总售票大厅才可以取票哦...我们是早上从郑州出发下午1点到达老君山，找到住宿后先去追梦谷玩了一圈，以我们的亲身经验告诉大家，这个季节追梦谷没什么景色所以大家没必要去的。第二天一早吃过早饭我们便出发去了中灵索道的售票点买了往返的票，老君山是两级索道，大家可以买一级的往返票100元到达中天门，然后从这里向舍身崖的方向往上爬，半山腰到山顶的景色是最美的...到达山顶后再买二级索道的单下40元。下了索道我们便被眼前的美景惊呆了...阳光下的老君山真是美的令人心碎.....一路到达山顶后我们便返程了....ps：去玩的伙伴们一定要注意保暖，帽子手套和围巾一定要带...不然你就惨了...,10,[0.17988896 0.82011104],[0.13211018 0.8678898 ],[0.16077745 0.83922255],1
1472400000,未知,95e143b5-726c-43f4-9f05-628b326d1824,13598kwzmcs,同程订票，在票务中心取票很方便，老君山很美，如在画中游的感觉。中灵索道后的景点是精华，建议大家步行游览。体力不好的座索道。有点就是景区标示不是太清晰，好多不知道怎样选择路线，也不知道路程有多远，最讽刺的是座索道处的标示却大大的写着15公里。所以几乎所有的人都要座缆车，加上这**费用就真不小啦。缆车排队就两个多小时，还有老有不自觉的人插队。好多吵架的。中国有小部分人被外国任嘲讽，也不能怪别人看不起这种人。连我们都鄙视。还有回来时才发现有个在寨沟景点包含在内，多数都不知道。没去。小有遗憾。留点念想吧。,10,[0.16415385 0.83584615],[0.28968382 0.7103162 ],[0.21436584 0.78563418],1
1447344000,未知,289c0a0e-4d29-4118-bee1-8eeff1a979d1,158****2050,超赞一个，上山下雪了，超漂亮。12日去的景区，因为时间关系，我们之前计划的都是直接爬金顶。取票很便捷，超划算。现在山里旅游的人不是很多，远离大城市的喧嚣，很舒服，天气也很给力。8点半左右坐中灵索道到半山腰，从舍身崖方向往金顶爬，这个时候下起了小雪，很开心，因为之前预报说有雨，本来都做了最坏的打算。过救苦店，这时遇到一位阿姨，她很肯定我们爬不上去，才不相信，虽然我们老大的鞋子很滑，但还是坚持下来了，雾气很大，越往上走，雪越大（整体并不是很大的，比山下大的多），2015年的第一场雪啊，很激动，走十里花屏，景点比较多，雾气也稍微散开许多，看的很有意境，一会我直接上图片，路上只遇到三四拨人，我们老大逢人变问人家的门票多少钱，顺便炫耀我的秒**门票，介绍介绍同程，太好玩了，11点左右游玩金顶，12多一点下山。因为时间关系，没有去追梦谷和老子文华苑。,10,[0.15646923 0.84353077],[0.18345118 0.8165488 ],[0.16726201 0.832738  ],1
1444752000,未知,717c3ff8-5908-43f6-a76a-ded5a6f49fa2,189****9099,今年10月5日上老君山，同程网买套票方便、实惠。5日早上7点前就在票务中心取票（景区黄金周上班也挺早的），开车进山早餐后，坐中灵索道人已经有点多了。到中天门，走十里画屏，蓝天白云，层林微染，山色奇秀，风景绝美！！！然后，上伏牛山主峰（在此欣赏金顶道观群最佳），经南天门，游金顶道观群，老君庙，道德府，玉皇顶，亮宝台，建筑依山势而建，与武当山金顶相比虽略有逊色，但也雄伟壮观。下山又玩了舍身崖，经中灵索道下山。由于上山很早，避开了人流高峰，我们轻轻松松，下午4点才下山，感觉很好（第三天小腿才有点感觉）！第二天，又去了寨沟，因为是秋季缺水，景色一般，权当徙步吧。总之，很不错的5a。,10,[0.01605167 0.98394833],[0.03241444 0.96758556],[0.02259678 0.97740323],1
1437926400,未知,t-e569b003-eede-4346-a529-34ba8c2d0991,138*****598,老君山很不错，住在景区里面的商务宾馆，带早餐，房价120，不算贵，条件还行，宾馆有普通的农家饭。一张门票有效期是两天，景区里面有好几个景点，只要不出景区大门，可以玩几天，如果出门的话，可以在两天有效期内反回景区。老君山，追梦谷，还有寨沟御竹林，有小溪，孩子们可以去玩。景区很凉快，不用开空调就能睡得很好！买的套票，包含门票和钟灵索道往返费用。上山还有一个峰林索道，需要自己再次购票单次45，往返80。因为带着小孩，又买了一个单次索道，下山走下来的，到钟灵索道做回程缆车。景色很美，山顶很冷。蓝天白云，空气很好。总体来说还可以，但是门票我们到景区以后，宾馆老板说如果提前联系他，可以帮买团购票115（门+钟灵索道往返）。大家可以参考。,10,[0.00230762 0.99769238],[0.05571997 0.94428   ],[0.02367256 0.97632744],1
1444752000,未知,9dfc5dfe-51ed-405b-b789-90fa8b63a4d8,189****9099,今年10月5日上老君山，同程网买套票方便、实惠。5日早上7点前就在票务中心取票（景区黄金周上班也挺早的），开车进山早餐后，坐中灵索道人已经有点多了。到中天门，走十里画屏，蓝天白云，层林微染，山色奇秀，风景绝美！！！然后，上伏牛山主峰（在此欣赏金顶道观群最佳），经南天门，游金顶道观群，老君庙，道德府，玉皇顶，亮宝台，建筑依山势而建，与武当山金顶相比虽略有逊色，但也雄伟壮观。下山又玩了舍身崖，经中灵索道下山。由于上山很早，避开了人流高峰，我们轻轻松松，下午4点才下山，感觉很好（第三天小腿才有点感觉）！第二天，又去了寨沟，因为是秋季缺水，景色一般，权当徙步吧。总之，很不错的5a。,10,[0.01605167 0.98394833],[0.03241444 0.96758556],[0.02259678 0.97740323],1
1475683200,未知,4ebcf26c-42e4-444f-87a7-5e49f68e05b2,踏遍祖国大好河山！,国庆出游是个错误的选择！我是晋城的，驱车四个小时来到栾川！这里的气温还是比较正常的，老君山人比较多，坐缆车从早上九点一直排队到中午快12点才坐上车，（中灵索道必须得坐啊，不然你起码得爬山15公里），八分钟就上去了，不过这八分钟挺值的，垂直高度1000米，这也是观看景色的好时机！希望大家备足口粮，不然上去特别饿，上面的饭价格不菲，土豪随意！！短暂吃了点零食，我们准备爬山，第二段峰灵索道我们没做，走了大约半个小时才到主要地点，带了孩子真累！突然觉得很后悔来这里，花钱买罪受！但接下来的一切……终于来到了这里的主要景点，十里画屏！这才是游览的刚刚开始，全部在半山腰建的栈道，真险！大自然给了我们美丽的奇观，人类只有用强大的智慧和创造力才能看到他，一步一景说一点不为过！我扛着我家孩不知不觉居然走完了，居然不觉得太累！是不是我很强大啊！然后转了一圈到了金顶道观群！三座金殿！精髓！壮观！本来说四点就下来，可是觉得一直没看完，下来的时候居然天都黑了，六点半，下来的时候缆车票可以做大巴，那个比较快！总体不虚此行！感觉爽！唯一的遗憾时间不够，没去追梦谷！,10,[0.08235889 0.91764111],[0.123851 0.876149],[0.09895574 0.90104427],1
1457193600,未知,2e922160-8d9b-4446-aeed-c2f2478982f2,186****9240,3.5去的，3.8活动，同程男士门票3.8元，女士免票，所以人是真心多。早上9点10分从洛阳出发的，11点10分到达景区。自动取票，没耽搁什么时间，继续开车上行，中间检票后，一路到达紧邻中灵索道的停车场，大约是11点40左右。购中灵索道往返票，100元，赶上高峰期了，排队等候乘坐索道花了1个半小时。中灵索道约8分钟到达。看到有少数游客步行上山，不过单就距离看，中灵索道这一段就得3、4个小时。除非时间充裕、体力专业，否则不建议步行。下索道后，选择的路线是舍身涯、洞天福地这一线，人较少，风景很好。因为台阶多，孩子又比较兴奋，开始登山，爬的快，身体没太适应，反应很强烈，放慢速度后有所缓解，逐渐适应了，也建议大家注意身体反应。在舍身涯有一块玻璃栈道，很小，不过挺刺激。再往前到达救苦殿，前面这一段大约用掉30分钟。时间大约是14点10分左右。救苦殿到峰林索道上站这一段风景相对一般，人也很多，通过花费40分钟。然后直奔十里画屏，游人就越来越少了。不过风景没得说，虽然恰逢阴天，没看到云海，也非常震撼。这一路还是不说太细，留点诱惑。我们走的上线，一路走到太白坡服务区，短暂休息后继续前行，这一段用掉大约1个多小时，大约15点50左右。到达太极极顶处，因为孩子体力透支了，一路背他，对个人体力挑战极大。不过景色还是很好，觉得也值。下山从步道一直往下，轻松很多。中天门那儿的台阶又挑战了一把，约500个台阶，抱着孩子，只能边走边歇。到达中灵索道上站口时间约为17点20分。又是长时间的排队等待，18点10分坐上索道，10分钟后到达停车场。回到洛阳家里大概是20点20分。建议大家一定安排好时间，否则驻足欣赏美景的时间太少，准备好水和食物，山上东西偏贵（烤肠5块）。总体而言，推荐大家去。一路上我爱人都说，有机会一定要再去。要是时间充裕，还是建议安排两天时间，碰到好天气，看看日出、夕阳，应该也很迷人。,10,[0.01924269 0.98075731],[0.04009587 0.95990413],[0.02758396 0.97241603],1
1471363200,未知,b1436ea7-4630-4719-ad99-85b6316482d8,小-优儿,开车三个多小时到景区，游客中心换票，临近中午游览十里画屏时间紧促，简单吃饭后游览寨沟景区，景区道路正在维修，沿小溪上山，流水潺潺一步一景，山势起伏不大，适合老人和孩子游玩，可随时下到小溪旁戏水或休息，寨沟尽头有几个瀑布，风景很美，金属步梯很陡，但上去后能看到更美的风景，游览后原路返回。寨沟景区有好几个分景点，回家后才知道只游完了其中一个，可能其它景点正在维修，没有路标指引。        休息后五点左右开车去了灵官殿上香，路上很少有游客。灵官殿有直达中天门的盘山路，只有景区人员才能开车上山，游客步行可以上山，到中天门大约需要4个时。天色渐晚，索性开车到了追梦谷，追梦谷比寨沟的山势陡的多，很多人都在下山，游完了一个小时，听说离瀑布还有一个多小时的路程，瀑布到山顶的步道需要攀登4个小时左右，山上还下了阵雨，决定返回，保存体力明日登山。         第二天早上7点吃过早饭后开车到中灵索道，排队的人已经很多，等待约一个小时才坐上索道，几分钟就到达中天门，中天门上山的台阶很陡吓住了很多游客，半个小时候山势趋缓，边走边玩到达隧道，穿过隧道就是十里画屏，美景映入眼帘，一步一景，美轮美奂，险峰、奇松、怪石、和不断变换的云雾如进入梦境，让人咋舌。脚下是悬空栈道，眼前是十里画屏，抬头看是老君山金殿建筑群，美不胜收。游览过金殿开始下山，不到一个小时到达中天门，中间路过舍身崖，景色也不错，能看老君山和栾川县城全貌。到达中灵索道已经四点多，不行下山时间不够了，决定索道下山节省时间，排队买票，乘索道结束老君山愉快之旅。,10,[0.01710111 0.98289889],[0.05398864 0.94601136],[0.03185612 0.96814389],1
